"Date","Price","Open","High","Low","Change %"
"May 07, 2006","1.4642","1.4612","1.4735","1.4539","0.21%"
"Apr 30, 2006","1.4611","1.4443","1.4634","1.4434","1.07%"
"Apr 23, 2006","1.4457","1.4443","1.4482","1.4315","0.15%"
"Apr 16, 2006","1.4435","1.4461","1.4517","1.4411","-0.17%"
"Apr 09, 2006","1.4460","1.4390","1.4501","1.4340","0.27%"
"Apr 02, 2006","1.4421","1.4328","1.4442","1.4232","0.55%"
"Mar 26, 2006","1.4342","1.4474","1.4558","1.4313","-0.97%"
"Mar 19, 2006","1.4482","1.4413","1.4517","1.4382","0.51%"
"Mar 12, 2006","1.4409","1.4480","1.4546","1.4382","-0.58%"
"Mar 05, 2006","1.4493","1.4575","1.4625","1.4478","-0.57%"
"Feb 26, 2006","1.4576","1.4690","1.4727","1.4553","-0.82%"
"Feb 19, 2006","1.4697","1.4591","1.4722","1.4564","0.71%"
"Feb 12, 2006","1.4594","1.4651","1.4666","1.4542","-0.42%"
"Feb 05, 2006","1.4655","1.4641","1.4668","1.4511","-0.02%"
"Jan 29, 2006","1.4658","1.4605","1.4756","1.4576","0.34%"
"Jan 22, 2006","1.4609","1.4580","1.4640","1.4500","0.13%"
"Jan 15, 2006","1.4590","1.4622","1.4641","1.4511","-0.30%"
"Jan 08, 2006","1.4634","1.4557","1.4691","1.4512","0.47%"
"Jan 01, 2006","1.4566","1.4537","1.4606","1.4465","0.21%"
"Dec 25, 2005","1.4535","1.4612","1.4663","1.4464","-0.51%"
"Dec 18, 2005","1.4609","1.4709","1.4828","1.4578","-0.97%"
"Dec 11, 2005","1.4752","1.4856","1.4886","1.4708","-0.71%"
"Dec 04, 2005","1.4857","1.4795","1.4873","1.4700","0.41%"
"Nov 27, 2005","1.4797","1.4619","1.4818","1.4551","1.19%"
"Nov 20, 2005","1.4623","1.4582","1.4661","1.4526","0.20%"
"Nov 13, 2005","1.4594","1.4859","1.4891","1.4577","-1.77%"
"Nov 06, 2005","1.4857","1.4794","1.4920","1.4748","0.33%"
"Oct 30, 2005","1.4808","1.4706","1.4838","1.4658","0.76%"
"Oct 23, 2005","1.4696","1.4781","1.4823","1.4645","-0.74%"
"Oct 16, 2005","1.4805","1.4630","1.4817","1.4540","1.09%"
"Oct 09, 2005","1.4646","1.4525","1.4665","1.4483","0.83%"
"Oct 02, 2005","1.4526","1.4650","1.4776","1.4506","-0.94%"
"Sep 25, 2005","1.4664","1.4721","1.4769","1.4604","-0.58%"
"Sep 18, 2005","1.4750","1.4816","1.4878","1.4697","-0.18%"
"Sep 11, 2005","1.4776","1.4840","1.4904","1.4723","-0.32%"
"Sep 04, 2005","1.4823","1.4672","1.4846","1.4650","0.84%"
"Aug 28, 2005","1.4700","1.4661","1.4722","1.4583","0.19%"
"Aug 21, 2005","1.4672","1.4764","1.4786","1.4624","-0.66%"
"Aug 14, 2005","1.4769","1.4575","1.4778","1.4568","1.29%"
"Aug 07, 2005","1.4581","1.4391","1.4619","1.4366","1.38%"
"Jul 31, 2005","1.4383","1.4481","1.4546","1.4339","-0.72%"
"Jul 24, 2005","1.4487","1.4418","1.4539","1.4383","0.42%"
"Jul 17, 2005","1.4427","1.4553","1.4576","1.4297","-0.87%"
"Jul 10, 2005","1.4554","1.4507","1.4621","1.4458","0.22%"
"Jul 03, 2005","1.4522","1.4789","1.4806","1.4500","-1.71%"
"Jun 26, 2005","1.4775","1.5068","1.5095","1.4703","-2.01%"
"Jun 19, 2005","1.5078","1.4964","1.5145","1.4907","1.18%"
"Jun 12, 2005","1.4902","1.4959","1.5092","1.4858","-0.23%"
"Jun 05, 2005","1.4937","1.4826","1.5021","1.4798","0.67%"
"May 29, 2005","1.4837","1.4544","1.4877","1.4519","2.23%"
"May 22, 2005","1.4513","1.4543","1.4590","1.4478","-0.25%"
"May 15, 2005","1.4550","1.4655","1.4679","1.4489","-0.69%"
"May 08, 2005","1.4651","1.4751","1.4763","1.4590","-0.93%"
"May 01, 2005","1.4788","1.4822","1.4843","1.4634","-0.25%"
"Apr 24, 2005","1.4825","1.4664","1.4851","1.4657","1.12%"
"Apr 17, 2005","1.4661","1.4652","1.4717","1.4572","0.03%"
"Apr 10, 2005","1.4657","1.4580","1.4708","1.4547","0.57%"
"Apr 03, 2005","1.4574","1.4582","1.4657","1.4512","0.02%"
"Mar 27, 2005","1.4571","1.4422","1.4609","1.4405","0.98%"
"Mar 20, 2005","1.4430","1.4420","1.4503","1.4353","0.03%"
"Mar 13, 2005","1.4425","1.4311","1.4432","1.4285","0.86%"
"Mar 06, 2005","1.4302","1.4520","1.4546","1.4282","-1.55%"
"Feb 27, 2005","1.4527","1.4486","1.4596","1.4467","0.25%"
"Feb 20, 2005","1.4491","1.4508","1.4541","1.4352","-0.03%"
"Feb 13, 2005","1.4495","1.4510","1.4583","1.4424","-0.14%"
"Feb 06, 2005","1.4515","1.4568","1.4617","1.4469","-0.38%"
"Jan 30, 2005","1.4571","1.4477","1.4605","1.4385","0.67%"
"Jan 23, 2005","1.4474","1.4400","1.4507","1.4349","0.55%"
"Jan 16, 2005","1.4395","1.4273","1.4462","1.4197","0.85%"
"Jan 09, 2005","1.4273","1.4326","1.4354","1.4204","-0.36%"
"Jan 02, 2005","1.4325","1.4158","1.4342","1.4089","1.28%"
"Dec 26, 2004","1.4144","1.4204","1.4248","1.4061","-0.53%"
"Dec 19, 2004","1.4220","1.4585","1.4605","1.4150","-2.55%"
"Dec 12, 2004","1.4592","1.4461","1.4623","1.4402","0.73%"
"Dec 05, 2004","1.4486","1.4443","1.4555","1.4392","0.28%"
"Nov 28, 2004","1.4445","1.4255","1.4548","1.4215","1.35%"
"Nov 21, 2004","1.4252","1.4249","1.4397","1.4208","-0.08%"
"Nov 14, 2004","1.4264","1.4288","1.4328","1.4208","-0.32%"
"Nov 07, 2004","1.4310","1.4299","1.4404","1.4248","-0.01%"
"Oct 31, 2004","1.4312","1.4353","1.4506","1.4278","-0.44%"
"Oct 24, 2004","1.4375","1.4391","1.4431","1.4325","-0.16%"
"Oct 17, 2004","1.4398","1.4456","1.4517","1.4344","-0.53%"
"Oct 10, 2004","1.4474","1.4448","1.4602","1.4422","0.06%"
"Oct 03, 2004","1.4465","1.4487","1.4571","1.4423","-0.21%"
"Sep 26, 2004","1.4495","1.4696","1.4752","1.4450","-1.39%"
"Sep 19, 2004","1.4699","1.4713","1.4733","1.4552","0.03%"
"Sep 12, 2004","1.4694","1.4655","1.4765","1.4570","0.20%"
"Sep 05, 2004","1.4664","1.4717","1.4791","1.4581","-0.47%"
"Aug 29, 2004","1.4733","1.4897","1.4923","1.4660","-1.23%"
"Aug 22, 2004","1.4917","1.4772","1.4929","1.4736","0.95%"
"Aug 15, 2004","1.4776","1.4885","1.4967","1.4734","-0.85%"
"Aug 08, 2004","1.4903","1.5002","1.5050","1.4850","-0.57%"
"Aug 01, 2004","1.4989","1.5070","1.5210","1.4929","-1.06%"
"Jul 25, 2004","1.5149","1.5135","1.5191","1.5028","-0.03%"
"Jul 18, 2004","1.5153","1.5058","1.5158","1.4946","0.74%"
"Jul 11, 2004","1.5041","1.4983","1.5083","1.4950","0.42%"
"Jul 04, 2004","1.4978","1.4850","1.5014","1.4835","0.85%"
"Jun 27, 2004","1.4852","1.5000","1.5045","1.4842","-1.01%"
"Jun 20, 2004","1.5003","1.5138","1.5190","1.4920","-0.88%"
"Jun 13, 2004","1.5136","1.5095","1.5276","1.4998","0.02%"
"Jun 06, 2004","1.5133","1.4967","1.5289","1.4891","0.93%"
"May 30, 2004","1.4994","1.4989","1.5104","1.4958","-0.05%"
"May 23, 2004","1.5002","1.4911","1.5044","1.4888","0.60%"
"May 16, 2004","1.4912","1.4802","1.4938","1.4662","0.76%"
"May 09, 2004","1.4800","1.5035","1.5067","1.4771","-1.58%"
"May 02, 2004","1.5038","1.4829","1.5046","1.4709","1.28%"
"Apr 25, 2004","1.4848","1.5008","1.5105","1.4771","-0.68%"
"Apr 18, 2004","1.4949","1.4957","1.5095","1.4857","-0.16%"
"Apr 11, 2004","1.4973","1.5165","1.5286","1.4846","-1.16%"
"Apr 04, 2004","1.5149","1.5107","1.5249","1.5016","0.40%"
"Mar 28, 2004","1.5089","1.4982","1.5142","1.4910","0.84%"
"Mar 21, 2004","1.4964","1.4917","1.5065","1.4834","0.22%"
"Mar 14, 2004","1.4931","1.4740","1.4931","1.4643","1.14%"
"Mar 07, 2004","1.4762","1.4913","1.4993","1.4603","-1.05%"
"Feb 29, 2004","1.4918","1.4953","1.5129","1.4798","-0.25%"
"Feb 22, 2004","1.4955","1.4861","1.5034","1.4777","0.73%"
"Feb 15, 2004","1.4846","1.4776","1.4944","1.4747","0.30%"
"Feb 08, 2004","1.4802","1.4611","1.4808","1.4530","1.82%"
"Feb 01, 2004","1.4537","1.4611","1.4681","1.4507","-0.59%"
"Jan 25, 2004","1.4624","1.4531","1.4668","1.4419","0.82%"
"Jan 18, 2004","1.4505","1.4526","1.4546","1.4378","-0.08%"
"Jan 11, 2004","1.4516","1.4369","1.4567","1.4346","0.74%"
"Jan 04, 2004","1.4410","1.4237","1.4436","1.4158","1.19%"
"Dec 28, 2003","1.4241","1.4242","1.4339","1.4095","-0.06%"
"Dec 21, 2003","1.4250","1.4230","1.4279","1.4151","-0.11%"
"Dec 14, 2003","1.4266","1.4296","1.4312","1.4122","0.37%"
"Dec 07, 2003","1.4214","1.4201","1.4368","1.4147","0.02%"
"Nov 30, 2003","1.4211","1.4361","1.4418","1.4182","-1.02%"
"Nov 23, 2003","1.4358","1.4305","1.4428","1.4295","0.43%"
"Nov 16, 2003","1.4297","1.4313","1.4411","1.4205","-0.21%"
"Nov 09, 2003","1.4327","1.4542","1.4586","1.4304","-1.30%"
"Nov 02, 2003","1.4516","1.4638","1.4700","1.4484","-0.79%"
"Oct 26, 2003","1.4632","1.4388","1.4655","1.4379","1.75%"
"Oct 19, 2003","1.4380","1.4336","1.4431","1.4298","0.09%"
"Oct 12, 2003","1.4367","1.4084","1.4469","1.4080","1.82%"
"Oct 05, 2003","1.4110","1.4361","1.4401","1.4035","-1.80%"
"Sep 28, 2003","1.4369","1.4464","1.4499","1.4157","-0.61%"
"Sep 21, 2003","1.4457","1.4383","1.4490","1.4323","0.57%"
"Sep 14, 2003","1.4375","1.4214","1.4417","1.4148","1.25%"
"Sep 07, 2003","1.4197","1.4296","1.4329","1.4135","-0.71%"
"Aug 31, 2003","1.4299","1.4363","1.4549","1.4247","-0.47%"
"Aug 24, 2003","1.4366","1.4475","1.4521","1.4321","-0.68%"
"Aug 17, 2003","1.4465","1.4178","1.4522","1.4165","1.98%"
"Aug 10, 2003","1.4184","1.4174","1.4272","1.4122","-0.01%"
"Aug 03, 2003","1.4185","1.4189","1.4247","1.4120","-0.73%"
"Jul 27, 2003","1.4289","1.4083","1.4381","1.4070","1.54%"
"Jul 20, 2003","1.4072","1.4035","1.4143","1.3977","-0.34%"
"Jul 13, 2003","1.4120","1.4437","1.4463","1.4040","-2.28%"
"Jul 06, 2003","1.4449","1.4516","1.4585","1.4284","-0.41%"
"Jun 29, 2003","1.4509","1.4424","1.4582","1.4299","0.58%"
"Jun 22, 2003","1.4425","1.4364","1.4580","1.4321","0.63%"
"Jun 15, 2003","1.4335","1.4091","1.4443","1.4057","1.70%"
"Jun 08, 2003","1.4096","1.4154","1.4278","1.3964","-0.79%"
"Jun 01, 2003","1.4208","1.3869","1.4231","1.3834","2.35%"
"May 25, 2003","1.3882","1.3797","1.4012","1.3777","0.46%"
"May 18, 2003","1.3818","1.3940","1.4085","1.3808","-1.23%"
"May 11, 2003","1.3990","1.3939","1.4255","1.3827","0.11%"
"May 04, 2003","1.3975","1.4279","1.4318","1.3882","-2.12%"
"Apr 27, 2003","1.4278","1.4425","1.4529","1.4250","-1.00%"
"Apr 20, 2003","1.4422","1.4405","1.4495","1.4318","-0.15%"
"Apr 13, 2003","1.4443","1.4610","1.4680","1.4404","-1.26%"
"Apr 06, 2003","1.4627","1.4575","1.4687","1.4394","0.56%"
"Mar 30, 2003","1.4546","1.4573","1.4671","1.4383","-0.31%"
"Mar 23, 2003","1.4591","1.4759","1.4821","1.4532","-1.66%"
"Mar 16, 2003","1.4838","1.4720","1.4897","1.4630","0.66%"
"Mar 09, 2003","1.4741","1.4550","1.4859","1.4425","1.24%"
"Mar 02, 2003","1.4560","1.4591","1.4674","1.4448","-0.07%"
"Feb 23, 2003","1.4570","1.4684","1.4738","1.4554","-0.66%"
"Feb 16, 2003","1.4667","1.4958","1.4994","1.4634","-1.94%"
"Feb 09, 2003","1.4957","1.5077","1.5183","1.4903","-0.76%"
"Feb 02, 2003","1.5071","1.5268","1.5357","1.5040","-1.50%"
"Jan 26, 2003","1.5301","1.5067","1.5341","1.5020","1.41%"
"Jan 19, 2003","1.5088","1.5123","1.5215","1.5031","-0.21%"
"Jan 12, 2003","1.5120","1.5196","1.5243","1.5103","-0.53%"
"Jan 05, 2003","1.5200","1.5439","1.5461","1.5179","-1.57%"
"Dec 29, 2002","1.5442","1.5371","1.5456","1.5258","0.50%"
"Dec 22, 2002","1.5365","1.5592","1.5625","1.5310","-1.52%"
"Dec 15, 2002","1.5602","1.5516","1.5667","1.5469","0.46%"
"Dec 08, 2002","1.5530","1.5614","1.5664","1.5455","-0.50%"
"Dec 01, 2002","1.5608","1.5650","1.5770","1.5570","-0.31%"
"Nov 24, 2002","1.5656","1.5834","1.5866","1.5552","-1.17%"
"Nov 17, 2002","1.5842","1.5649","1.5854","1.5621","1.19%"
"Nov 10, 2002","1.5655","1.5702","1.5797","1.5639","-0.38%"
"Nov 03, 2002","1.5714","1.5699","1.5735","1.5537","0.17%"
"Oct 27, 2002","1.5687","1.5872","1.5908","1.5625","-1.28%"
"Oct 20, 2002","1.5891","1.5887","1.5952","1.5777","-0.10%"
"Oct 13, 2002","1.5907","1.5808","1.5998","1.5706","0.59%"
"Oct 06, 2002","1.5813","1.5972","1.6016","1.5751","-1.08%"
"Sep 29, 2002","1.5985","1.5882","1.6019","1.5830","0.41%"
"Sep 22, 2002","1.5919","1.5844","1.5994","1.5779","0.59%"
"Sep 15, 2002","1.5825","1.5973","1.6027","1.5739","-0.90%"
"Sep 08, 2002","1.5968","1.5874","1.6016","1.5772","0.42%"
"Sep 01, 2002","1.5901","1.5768","1.5903","1.5659","0.75%"
"Aug 25, 2002","1.5782","1.5628","1.5811","1.5570","0.93%"
"Aug 18, 2002","1.5636","1.5618","1.5724","1.5549","0.01%"
"Aug 11, 2002","1.5634","1.5701","1.5729","1.5560","-0.52%"
"Aug 04, 2002","1.5715","1.5887","1.5996","1.5658","-1.16%"
"Jul 28, 2002","1.5900","1.5852","1.6036","1.5780","0.15%"
"Jul 21, 2002","1.5876","1.5594","1.5892","1.5542","1.83%"
"Jul 14, 2002","1.5590","1.5635","1.5670","1.5495","-0.54%"
"Jul 07, 2002","1.5675","1.5612","1.5751","1.5513","0.11%"
"Jun 30, 2002","1.5657","1.5450","1.5664","1.5364","1.23%"
"Jun 23, 2002","1.5467","1.5423","1.5590","1.5288","0.27%"
"Jun 16, 2002","1.5425","1.5638","1.5716","1.5387","-1.20%"
"Jun 09, 2002","1.5612","1.5464","1.5653","1.5405","0.89%"
"Jun 02, 2002","1.5474","1.5613","1.5659","1.5385","-0.59%"
"May 26, 2002","1.5566","1.5817","1.5861","1.5553","-1.75%"
"May 19, 2002","1.5843","1.5849","1.5909","1.5714","0.06%"
"May 12, 2002","1.5834","1.6016","1.6107","1.5810","-1.14%"
"May 05, 2002","1.6017","1.6023","1.6111","1.5966","-0.02%"
"Apr 28, 2002","1.6020","1.6159","1.6246","1.5989","-0.95%"
"Apr 21, 2002","1.6174","1.6251","1.6350","1.6144","-0.30%"
"Apr 14, 2002","1.6223","1.6333","1.6360","1.6208","-0.70%"
"Apr 07, 2002","1.6337","1.6269","1.6397","1.6257","0.20%"
"Mar 31, 2002","1.6304","1.6345","1.6396","1.6242","-0.32%"
"Mar 24, 2002","1.6356","1.6250","1.6384","1.6209","0.62%"
"Mar 17, 2002","1.6255","1.6143","1.6291","1.6080","0.69%"
"Mar 10, 2002","1.6143","1.6266","1.6278","1.6035","-0.73%"
"Mar 03, 2002","1.6261","1.6394","1.6429","1.6150","-0.83%"
"Feb 24, 2002","1.6397","1.6340","1.6444","1.6278","0.22%"
"Feb 17, 2002","1.6361","1.6386","1.6437","1.6283","-0.15%"
"Feb 10, 2002","1.6386","1.6228","1.6442","1.6171","1.11%"
"Feb 03, 2002","1.6206","1.6402","1.6467","1.6121","-1.44%"
"Jan 27, 2002","1.6442","1.6273","1.6481","1.6250","1.00%"
"Jan 20, 2002","1.6279","1.6255","1.6354","1.6079","0.14%"
"Jan 13, 2002","1.6257","1.6204","1.6344","1.6157","0.13%"
"Jan 06, 2002","1.6236","1.6165","1.6274","1.6057","0.50%"
"Dec 30, 2001","1.6155","1.6398","1.6429","1.5903","-1.57%"
"Dec 23, 2001","1.6412","1.6205","1.6563","1.6160","1.37%"
"Dec 16, 2001","1.6190","1.6073","1.6251","1.6044","0.56%"
"Dec 09, 2001","1.6100","1.6078","1.6179","1.6023","-0.09%"
"Dec 02, 2001","1.6115","1.5893","1.6130","1.5858","1.45%"
"Nov 25, 2001","1.5885","1.6074","1.6116","1.5872","-1.11%"
"Nov 18, 2001","1.6063","1.6145","1.6198","1.5959","-0.49%"
"Nov 11, 2001","1.6142","1.6266","1.6410","1.6108","-0.89%"
"Nov 04, 2001","1.6287","1.6203","1.6361","1.6181","0.51%"
"Oct 28, 2001","1.6205","1.6076","1.6250","1.5998","0.77%"
"Oct 21, 2001","1.6081","1.5949","1.6129","1.5910","0.88%"
"Oct 14, 2001","1.5940","1.5900","1.6088","1.5871","0.00%"
"Oct 07, 2001","1.5940","1.6144","1.6162","1.5857","-1.36%"
"Sep 30, 2001","1.6160","1.6162","1.6237","1.5897","-0.09%"
"Sep 23, 2001","1.6174","1.5937","1.6210","1.5877","1.56%"
"Sep 16, 2001","1.5925","1.5915","1.6033","1.5747","-0.40%"
"Sep 09, 2001","1.5989","1.6099","1.6296","1.5920","-0.74%"
"Sep 02, 2001","1.6109","1.5956","1.6477","1.5949","1.10%"
"Aug 26, 2001","1.5934","1.5786","1.6030","1.5772","1.03%"
"Aug 19, 2001","1.5771","1.5741","1.5919","1.5691","0.15%"
"Aug 12, 2001","1.5747","1.5928","1.5947","1.5696","-1.16%"
"Aug 05, 2001","1.5932","1.6163","1.6237","1.5913","-1.43%"
"Jul 29, 2001","1.6163","1.6230","1.6336","1.6089","-0.37%"
"Jul 22, 2001","1.6223","1.6362","1.6441","1.6180","-1.06%"
"Jul 15, 2001","1.6396","1.6436","1.6476","1.6140","-0.16%"
"Jul 08, 2001","1.6423","1.6651","1.6677","1.6369","-1.39%"
"Jul 01, 2001","1.6654","1.6652","1.6802","1.6519","-0.02%"
"Jun 24, 2001","1.6658","1.6478","1.6703","1.6302","1.05%"
"Jun 17, 2001","1.6485","1.6254","1.6660","1.6235","1.20%"
"Jun 10, 2001","1.6290","1.6251","1.6410","1.6058","0.53%"
"Jun 03, 2001","1.6204","1.6777","1.6795","1.6196","-3.18%"
"May 27, 2001","1.6737","1.6510","1.6805","1.6485","1.32%"
"May 20, 2001","1.6519","1.6350","1.6654","1.6321","1.14%"
"May 13, 2001","1.6333","1.6205","1.6377","1.6087","0.75%"
"May 06, 2001","1.6212","1.6095","1.6235","1.5980","0.56%"
"Apr 29, 2001","1.6122","1.6084","1.6175","1.5973","-0.14%"
"Apr 22, 2001","1.6145","1.5984","1.6155","1.5890","1.02%"
"Apr 15, 2001","1.5982","1.6176","1.6346","1.5934","-1.35%"
"Apr 08, 2001","1.6200","1.5930","1.6267","1.5902","1.72%"
"Apr 01, 2001","1.5926","1.6167","1.6206","1.5817","-1.22%"
"Mar 25, 2001","1.6123","1.6004","1.6320","1.5961","0.73%"
"Mar 18, 2001","1.6006","1.5953","1.6088","1.5747","0.46%"
"Mar 11, 2001","1.5932","1.5724","1.6088","1.5683","1.16%"
"Mar 04, 2001","1.5749","1.5683","1.5858","1.5641","0.08%"
"Feb 25, 2001","1.5737","1.5841","1.5954","1.5578","-0.64%"
"Feb 18, 2001","1.5839","1.5829","1.6037","1.5653","0.15%"
"Feb 11, 2001","1.5816","1.5612","1.6080","1.5565","1.27%"
"Feb 04, 2001","1.5617","1.5711","1.5779","1.5586","-0.56%"
"Jan 28, 2001","1.5705","1.5800","1.5953","1.5536","-0.63%"
"Jan 21, 2001","1.5804","1.5652","1.5914","1.5534","0.87%"
"Jan 14, 2001","1.5667","1.5523","1.5855","1.5502","0.93%"
"Jan 07, 2001","1.5523","1.5690","1.5900","1.5505","-1.04%"
"Dec 31, 2000","1.5686","1.5864","1.6107","1.5643","-1.18%"
"Dec 24, 2000","1.5874","1.5928","1.6121","1.5832","-0.77%"
"Dec 17, 2000","1.5997","1.6467","1.6522","1.5952","-2.90%"
"Dec 10, 2000","1.6474","1.6394","1.6657","1.6276","0.84%"
"Dec 03, 2000","1.6336","1.6394","1.6447","1.6082","-0.52%"
"Nov 26, 2000","1.6422","1.6676","1.6798","1.6257","-1.61%"
"Nov 19, 2000","1.6690","1.6737","1.6837","1.6548","-0.50%"
"Nov 12, 2000","1.6774","1.6539","1.6797","1.6504","1.21%"
"Nov 05, 2000","1.6574","1.6717","1.6778","1.6424","-0.84%"
"Oct 29, 2000","1.6714","1.7291","1.7319","1.6498","-3.57%"
"Oct 22, 2000","1.7333","1.7257","1.7436","1.7045","0.59%"
"Oct 15, 2000","1.7231","1.6957","1.7328","1.6865","1.73%"
"Oct 08, 2000","1.6938","1.6654","1.7124","1.6594","1.72%"
"Oct 01, 2000","1.6652","1.6676","1.6761","1.6562","-0.31%"
"Sep 24, 2000","1.6703","1.6551","1.6804","1.6463","0.72%"
"Sep 17, 2000","1.6583","1.6380","1.6858","1.6313","1.28%"
"Sep 10, 2000","1.6374","1.6342","1.6502","1.6178","0.29%"
"Sep 03, 2000","1.6327","1.6247","1.6624","1.6188","0.34%"
"Aug 27, 2000","1.6271","1.6294","1.6426","1.6175","-0.10%"
"Aug 20, 2000","1.6288","1.6424","1.6615","1.6244","-0.87%"
"Aug 13, 2000","1.6431","1.6611","1.6725","1.6280","-1.29%"
"Aug 06, 2000","1.6645","1.6576","1.6771","1.6438","0.48%"
"Jul 30, 2000","1.6565","1.6252","1.6668","1.6114","1.76%"
"Jul 23, 2000","1.6278","1.6191","1.6319","1.6033","0.52%"
"Jul 16, 2000","1.6194","1.5979","1.6278","1.5907","1.24%"
"Jul 09, 2000","1.5995","1.5950","1.6118","1.5820","0.21%"
"Jul 02, 2000","1.5961","1.5921","1.6000","1.5710","0.21%"
"Jun 25, 2000","1.5928","1.6022","1.6162","1.5745","-0.65%"
"Jun 18, 2000","1.6033","1.5708","1.6174","1.5630","2.06%"
"Jun 11, 2000","1.5709","1.5818","1.5974","1.5574","-0.73%"
"Jun 04, 2000","1.5825","1.5949","1.6076","1.5661","-0.83%"
"May 28, 2000","1.5958","1.5962","1.6143","1.5895","-0.26%"
"May 21, 2000","1.6000","1.6538","1.6590","1.5890","-3.47%"
"May 14, 2000","1.6575","1.6584","1.6770","1.6420","0.48%"
"May 07, 2000","1.6495","1.7049","1.7184","1.6423","-3.22%"
"Apr 30, 2000","1.7043","1.7012","1.7601","1.6912","0.16%"
"Apr 23, 2000","1.7016","1.6796","1.7408","1.6719","1.21%"
"Apr 16, 2000","1.6812","1.6446","1.6904","1.6421","1.86%"
"Apr 09, 2000","1.6505","1.6540","1.6697","1.6432","-0.21%"
"Apr 02, 2000","1.6539","1.6623","1.6780","1.6362","-0.67%"
"Mar 26, 2000","1.6651","1.6299","1.6795","1.6270","2.12%"
"Mar 19, 2000","1.6306","1.6192","1.6443","1.6086","0.71%"
"Mar 12, 2000","1.6191","1.6370","1.6403","1.6151","-1.08%"
"Mar 05, 2000","1.6368","1.6468","1.6578","1.6302","-0.50%"
"Feb 27, 2000","1.6451","1.6337","1.6948","1.6140","0.48%"
"Feb 20, 2000","1.6372","1.6235","1.6381","1.5956","0.84%"
"Feb 13, 2000","1.6235","1.6147","1.6338","1.6012","0.61%"
"Feb 06, 2000","1.6137","1.6167","1.6389","1.6104","-0.38%"
"Jan 30, 2000","1.6199","1.6585","1.6712","1.5942","-2.46%"
"Jan 23, 2000","1.6607","1.6415","1.6684","1.6300","1.61%"
"Jan 16, 2000","1.6344","1.6136","1.6426","1.6103","1.35%"
"Jan 09, 2000","1.6126","1.5916","1.6169","1.5886","1.27%"
"Jan 02, 2000","1.5923","1.6046","1.6099","1.5783","-0.85%"
